Date,Open,High,Low,Close,Volume
2023-11-03,91.65,92.45,90.84,91.79,9226706.0
2023-11-02,90.4,91.05,89.465,90.48,11032583.0
2023-11-01,86.47,87.87,86.34,87.8,9508804.0
2023-10-31,86.15,86.43,84.95,86.31,9004922.0
2023-10-30,87.31,88.3,86.0,86.06,9785511.0
2023-10-27,87.54,87.78,85.89,85.99,12480729.0
2023-10-26,87.12,88.14,86.54,87.45,9377296.0
2023-10-25,90.8,90.85,86.68,87.64,13027070.0
2023-10-24,91.2,92.0,90.86,91.64,7374762.0
2023-10-23,89.98,92.26,89.1641,91.11,8227866.0
2023-10-20,92.0,94.32,91.09,91.31,12197289.0
2023-10-19,93.09,94.76,92.36,92.91,22751595.0
2023-10-18,88.88,90.01,88.58,89.6,9982673.0
2023-10-17,89.81,91.7,88.52,91.0,7997066.0
2023-10-16,90.48,91.9,90.43,91.22,8791813.0
2023-10-13,92.75,92.94,90.2,90.46,7986463.0
2023-10-12,92.51,93.44,91.84,92.42,8897784.0
2023-10-11,91.26,92.01,90.63,92.0,8051727.0
2023-10-10,89.27,90.66,89.14,90.61,7182943.0
2023-10-09,88.8,89.34,88.04,88.99,4781316.0
2023-10-06,88.09,90.02,87.38,89.29,9777118.0
2023-10-05,86.83,87.9374,86.53,87.03,6651679.0
2023-10-04,85.47,86.76,85.38,86.67,7658502.0
2023-10-03,87.0,87.32,85.06,85.41,8201668.0
2023-10-02,87.18,88.42,87.02,87.65,6305021.0
2023-09-29,87.75,88.03,86.695,86.9,7338288.0
2023-09-28,85.25,87.13,84.975,86.41,6647723.0
2023-09-27,85.17,85.555,84.1,85.44,7858373.0
2023-09-26,84.95,85.23,84.015,84.29,8877634.0
2023-09-25,85.39,86.24,85.02,86.24,8758022.0
2023-09-22,86.25,86.7741,85.45,85.64,7970526.0
2023-09-21,86.04,86.14,85.35,85.36,10660422.0
2023-09-20,88.52,89.315,87.29,87.29,6939697.0
2023-09-19,88.45,88.84,87.79,88.17,7175404.0
2023-09-18,88.54,89.665,88.43,88.83,6647388.0
2023-09-15,90.51,91.14,88.86,89.25,19940492.0
2023-09-14,92.78,92.93,91.265,91.47,6506310.0
2023-09-13,90.6,91.885,90.48,91.22,5757807.0
2023-09-12,90.46,91.57,90.42,90.48,8242642.0
2023-09-11,90.1,90.3949,89.16,89.6,7268572.0
2023-09-08,90.75,91.07,89.3165,89.64,5822265.0
2023-09-07,90.07,90.29,88.43,90.05,14684446.0
2023-09-06,93.85,93.96,91.591,92.26,7933713.0
2023-09-05,93.4,95.05,92.87,94.6,6396488.0
2023-09-01,94.3,94.58,93.09,93.19,7094628.0
2023-08-31,93.34,94.4,93.27,93.57,8661169.0
2023-08-30,95.45,95.92,94.63,94.78,6073414.0
2023-08-29,93.77,95.62,93.51,95.08,8910319.0
2023-08-28,93.82,94.15,93.2484,94.0,5174779.0
2023-08-25,92.25,93.41,91.405,93.1,10355952.0
2023-08-24,96.53,96.78,92.47,92.53,12254419.0
2023-08-23,93.79,95.095,93.24,94.22,10362581.0
2023-08-22,93.35,93.49,91.805,92.24,7060063.0
2023-08-21,90.5,92.905,90.5,92.56,8618303.0
2023-08-18,90.07,91.33,89.56,91.1,9066167.0
2023-08-17,92.92,92.92,91.35,91.64,7712486.0
2023-08-16,91.44,92.715,91.32,91.78,7439502.0
2023-08-15,92.52,92.71,91.49,91.68,6069500.0
2023-08-14,91.69,93.29,91.3,93.07,7489675.0
2023-08-11,93.5,93.5,91.97,91.99,10658398.0
2023-08-10,95.45,95.97,94.28,94.8,7459584.0
2023-08-09,95.83,95.85,93.71,93.98,6426862.0
2023-08-08,94.88,94.9,93.67,94.49,7659012.0
2023-08-07,96.73,96.94,95.225,96.35,6601403.0
2023-08-04,95.28,97.58,95.13,96.16,7562649.0
2023-08-03,94.84,95.805,94.575,94.98,8603707.0
2023-08-02,97.5,97.5,95.21,95.7,9827891.0
2023-08-01,99.14,99.19,98.085,98.4,6439692.0
2023-07-31,99.18,99.78,98.42,99.15,8654145.0
2023-07-28,100.11,100.99,99.78,100.86,6766298.0
2023-07-27,101.5,101.76,98.905,99.35,8049784.0
2023-07-26,99.49,100.13,98.57,99.41,8993547.0
2023-07-25,99.515,100.89,99.11,100.32,9202222.0
2023-07-24,97.27,98.265,96.78,98.25,9054912.0
2023-07-21,97.88,97.99,96.332,97.25,15381226.0
2023-07-20,98.55,100.45,97.05,97.86,22810237.0
2023-07-19,103.9,104.79,102.57,103.06,11204828.0
2023-07-18,103.69,103.73,102.01,103.15,10355352.0
2023-07-17,104.68,105.025,102.59,104.79,10729126.0
2023-07-14,106.0,107.295,104.86,105.14,9518336.0
2023-07-13,105.0,105.645,102.52,105.57,9265863.0
2023-07-12,102.83,104.425,102.76,103.9,10202026.0
2023-07-11,102.33,102.33,100.14,101.26,7684553.0
2023-07-10,100.25,100.75,99.4,99.77,8041648.0
2023-07-07,99.08,101.94,99.0,100.23,8036622.0
2023-07-06,99.1,99.56,98.6,99.41,9143570.0
2023-07-05,101.4,103.09,100.96,100.99,9014765.0
2023-07-03,102.25,103.6808,102.07,103.15,5638381.0
2023-06-30,101.4,101.89,100.405,100.92,11704648.0
2023-06-29,101.34,101.52,100.02,100.64,7383942.0
2023-06-28,100.5,101.88,100.2196,100.92,8160885.0
2023-06-27,101.15,102.79,100.02,102.08,9732034.0
2023-06-26,102.02,103.035,100.09,100.11,8560047.0
2023-06-23,101.52,102.19,101.005,101.91,8919044.0
2023-06-22,101.42,103.425,101.33,103.13,8581952.0
2023-06-21,103.15,103.73,101.6175,101.64,9340383.0
2023-06-20,104.18,104.88,103.07,103.98,9302357.0
2023-06-16,105.43,105.7451,104.35,104.57,11430776.0
2023-06-15,106.27,106.66,105.07,105.18,11987940.0
2023-06-14,106.03,107.7,105.22,107.41,12862629.0
2023-06-13,110.0,110.69,106.74,106.8,17858602.0
2023-06-12,104.34,107.39,104.31,107.06,20578756.0
2023-06-09,102.7,104.68,102.25,102.8,14906100.0
2023-06-08,98.99,100.7,98.625,99.94,9081050.0
2023-06-07,101.38,103.02,99.54,100.29,14367514.0
2023-06-06,97.61,100.6,97.42,99.82,13827603.0
2023-06-05,98.01,98.81,94.2475,98.05,10568514.0
2023-06-02,101.25,101.3,98.62,98.94,13085123.0
2023-06-01,98.68,100.59,98.6,98.84,14998514.0
2023-05-31,99.73,99.98,98.06,98.59,22206683.0
2023-05-30,103.79,105.24,101.525,101.98,25247959.0
2023-05-26,100.85,104.44,100.73,103.21,26135846.0
2023-05-25,97.06,102.37,96.98,100.95,60793166.0
2023-05-24,89.28,90.15,89.18,90.13,9443880.0
2023-05-23,91.0,91.335,90.33,90.44,7656686.0
2023-05-22,92.07,92.44,91.195,91.72,9259822.0
2023-05-19,92.13,92.785,91.56,92.58,9295245.0
2023-05-18,91.25,93.4,91.07,92.65,14879044.0
2023-05-17,88.3,91.8,88.06,90.88,23215574.0
2023-05-16,85.69,86.75,85.59,85.88,11286533.0
2023-05-15,83.33,85.67,83.225,85.66,8707286.0
2023-05-12,83.38,83.93,82.945,83.43,5069826.0
2023-05-11,84.14,84.14,82.525,83.43,8730884.0
2023-05-10,84.51,85.145,84.17,84.9,7442294.0
2023-05-09,85.25,85.48,84.3,85.06,7287804.0
2023-05-08,84.5,85.54,84.41,85.54,6746640.0
2023-05-05,84.3,85.57,83.745,84.97,6865003.0
2023-05-04,83.0,83.76,82.64,83.49,7290557.0
2023-05-03,82.62,83.76,82.4414,82.7,7151630.0
2023-05-02,83.5,84.05,82.55,82.96,6874978.0
2023-05-01,84.3,84.69,83.9,83.98,4931139.0
2023-04-28,84.48,84.51,83.7213,84.3,8262599.0
2023-04-27,82.9,83.86,82.16,83.67,10013661.0
2023-04-26,82.24,82.38,81.21,82.25,11583451.0
2023-04-25,83.27,83.4,82.26,82.29,13423692.0
2023-04-24,85.4,85.96,83.99,84.64,10567552.0
2023-04-21,87.78,87.91,85.28,85.37,13175396.0
2023-04-20,88.32,91.8765,88.1,89.29,19206258.0
2023-04-19,86.23,87.38,86.04,87.23,11191264.0
2023-04-18,88.2,88.4,87.495,88.14,8468232.0
2023-04-17,87.75,88.05,87.16,87.99,8163582.0
2023-04-14,87.95,88.37,86.54,87.2,7656385.0
2023-04-13,86.56,87.625,85.97,87.05,7910506.0
2023-04-12,88.91,89.5,86.86,86.87,11299106.0
2023-04-11,88.64,89.84,88.465,89.24,11079168.0
2023-04-10,88.415,89.03,86.47,89.02,12232876.0
2023-04-06,89.66,90.91,89.4,90.24,5874515.0
2023-04-05,91.6,92.18,89.045,90.2,9171762.0
2023-04-04,93.04,93.28,91.72,92.17,6338442.0
2023-04-03,93.01,93.5999,91.71,92.84,6863562.0
2023-03-31,91.24,93.26,91.13,93.02,8701770.0
2023-03-30,93.35,93.52,92.03,92.47,10232790.0
2023-03-29,91.76,93.215,91.45,92.76,9264041.0
2023-03-28,90.66,90.87,89.9229,90.81,7521266.0
2023-03-27,92.04,92.18,90.55,90.66,9349773.0
2023-03-24,93.95,94.18,92.09,92.79,7655139.0
2023-03-23,94.49,95.82,93.43,94.59,11169698.0
2023-03-22,93.5,95.03,92.54,92.62,12812373.0
2023-03-21,91.0,93.0,90.8,92.5,12299684.0
2023-03-20,89.21,90.37,88.6605,90.04,8217489.0
2023-03-17,89.06,90.03,89.0,89.47,13287742.0
2023-03-16,85.95,89.47,85.82,89.3,13188257.0
2023-03-15,87.2,87.24,85.44,86.7,12171472.0
2023-03-14,88.03,89.625,87.71,89.29,11100110.0
2023-03-13,86.38,89.0,86.31,87.74,11847587.0
2023-03-10,88.03,89.17,87.2,87.25,11928804.0
2023-03-09,89.705,90.69,88.5732,88.88,10354665.0
2023-03-08,88.345,90.84,88.14,90.83,8813034.0
2023-03-07,89.95,90.24,88.3,88.85,8761066.0
2023-03-06,90.075,91.33,89.505,89.58,9959998.0
2023-03-03,88.67,89.85,87.88,89.79,10844048.0
2023-03-02,87.64,89.34,87.12,89.03,9776757.0
2023-03-01,89.04,90.04,88.265,88.42,8176749.0
2023-02-28,87.14,88.145,86.9,87.07,7520449.0
2023-02-27,88.7,88.85,87.235,87.3,10609435.0
2023-02-24,88.09,88.145,87.24,88.11,8817618.0
2023-02-23,90.3,91.99,89.46,90.08,15468324.0
2023-02-22,87.75,88.09,86.66,86.83,10106384.0
2023-02-21,88.38,89.42,87.475,87.64,14007605.0
2023-02-17,89.97,90.3,88.94,90.1,11235272.0
2023-02-16,90.98,91.79,89.88,90.82,15568426.0
2023-02-15,92.33,93.6799,90.77,92.76,30752027.0
2023-02-14,95.82,98.99,95.22,97.96,15345050.0
2023-02-13,95.47,96.39,94.91,96.11,7803456.0
2023-02-10,95.95,96.5,94.25,95.37,11511442.0
2023-02-09,96.0,98.565,95.62,96.69,16997355.0
2023-02-08,95.02,95.94,94.23,94.28,12899724.0
2023-02-07,91.78,94.7,91.68,94.55,15258858.0
2023-02-06,91.8,92.05,90.735,91.83,12425241.0
2023-02-03,95.04,96.95,94.31,94.66,12242178.0
2023-02-02,96.6,97.5,95.84,96.65,14925277.0
2023-02-01,93.0,95.77,92.57,94.74,16788486.0
2023-01-31,91.0,92.76,90.0,92.73,13342098.0
2023-01-30,92.85,94.25,92.58,93.13,14079798.0
2023-01-27,92.82,94.1202,92.24,93.3,13646559.0
2023-01-26,93.89,94.28,92.64,93.45,15759412.0
2023-01-25,92.68,93.0,91.12,92.41,14145440.0
2023-01-24,106.43,106.43,91.55,94.56,11370465.0
2023-01-23,91.76,95.73,91.72,95.66,22875100.0
2023-01-20,90.0,91.03,89.2,91.03,14287246.0
2023-01-19,89.03,90.01,88.26,88.4,13651099.0
2023-01-18,90.48,91.22,89.36,89.47,19209828.0
2023-01-17,86.22,89.73,86.16,88.99,21849956.0
2023-01-13,85.41,87.1,84.9,86.8,18719894.0
2023-01-12,84.96,88.8335,84.42,87.0,36086750.0
2023-01-11,81.57,81.89,80.625,81.78,11771417.0
2023-01-10,80.51,81.58,80.46,81.27,10269011.0
2023-01-09,80.56,81.215,80.055,80.31,22247607.0
2023-01-06,76.5,78.739,76.15,78.07,13744129.0
2023-01-05,76.0,76.44,75.34,75.73,10039194.0
2023-01-04,74.99,76.61,74.47,76.32,12316386.0
2023-01-03,75.85,75.97,73.77,74.03,9276191.0
2022-12-30,74.29,74.57,73.65,74.49,7784126.0
2022-12-29,74.35,76.0399,74.15,76.0,11142511.0
2022-12-28,74.19,74.545,72.84,73.06,10275692.0
2022-12-27,74.33,74.74,74.16,74.32,8974797.0
2022-12-23,74.89,75.3534,74.17,74.89,7452602.0
2022-12-22,76.28,76.43,74.015,75.28,13019652.0
2022-12-21,75.86,77.42,75.77,77.14,10806100.0
2022-12-20,75.11,76.2,74.9,75.62,12080590.0
2022-12-19,76.92,77.12,75.76,76.1,12561296.0
2022-12-16,77.61,78.06,76.23,76.3,11929136.0
2022-12-15,79.21,79.21,77.39,77.61,17080157.0
2022-12-14,80.4594,81.1464,79.1653,79.663,17990235.359882
2022-12-13,81.7238,81.7238,79.2698,80.1508,17013931.693692
2022-12-12,79.434,80.0712,78.4484,80.0712,11568207.222127
2022-12-09,80.4893,81.8233,80.33,80.33,13849689.79345
2022-12-08,79.0955,80.6088,78.7471,80.4395,11247654.1114
2022-12-07,78.6476,79.3544,78.2394,78.8865,14992150.75123
2022-12-06,81.0368,81.0767,78.8068,79.2051,14054843.061089
2022-12-05,81.5744,81.8092,80.5889,81.2559,11574979.435576
2022-12-02,81.445,81.7935,80.788,81.1364,10566923.108553
2022-12-01,82.6695,83.2569,80.778,82.3111,16046723.606378
2022-11-30,80.2703,83.0578,80.111,82.6098,21764358.173469
2022-11-29,79.5535,79.8472,78.6077,78.9761,11553877.290792
2022-11-28,79.9119,80.7183,78.538,78.8666,13290374.472663
2022-11-25,81.7735,82.0025,81.0368,81.0368,5934789.3782323
2022-11-23,82.0722,82.575,81.3654,81.6043,14749580.552268
2022-11-22,80.9871,82.8189,80.8676,82.1718,16578687.903729
2022-11-21,80.4495,80.6685,79.1105,79.5734,18743331.210148
2022-11-18,82.4107,82.4704,80.6386,81.903,18661626.694878
2022-11-17,78.9462,82.57,78.3389,81.1165,24387244.87996
2022-11-16,80.2006,80.2105,78.548,79.0955,24114218.805623
2022-11-15,81.5545,82.56,79.653,80.101,48960833.109279
2022-11-14,72.9132,73.3513,71.9177,72.4752,11627149.184895
2022-11-11,72.4155,74.2672,72.0571,73.5006,15594233.875639
2022-11-10,67.4378,70.5538,67.0197,70.524,21463608.413105
2022-11-09,66.2332,66.3029,64.6602,64.71,15154410.655074
2022-11-08,64.0828,65.4567,63.9335,64.7299,14165998.970356
2022-11-07,62.3406,62.6457,61.6946,62.48,8545175.3139762
2022-11-04,61.2356,62.2212,60.7478,62.2013,12843351.129582
2022-11-03,59.7323,60.6183,59.1649,60.0111,11090392.506891
2022-11-02,62.2212,62.6094,60.25,60.25,16627121.986803
2022-11-01,62.9778,63.147,61.3053,61.3053,11613712.237504
2022-10-31,61.3152,61.9872,60.7975,61.2754,10851228.504281
2022-10-28,60.4989,61.7533,59.802,61.7333,12025985.54732
2022-10-27,61.5741,62.1714,60.6383,60.6781,12995539.098652
2022-10-26,60.469,61.7035,60.1604,60.5686,14111780.079027
2022-10-25,59.6925,61.0862,59.2445,60.8672,21797828.497459
2022-10-24,60.3097,61.3451,59.4137,61.0166,25122853.71392
2022-10-21,61.7433,63.4955,61.7433,63.4656,13760400.439296
2022-10-20,63.4656,64.9838,63.0972,63.2963,11351558.669601
2022-10-19,62.4601,63.824,61.8926,63.376,12440720.840993
2022-10-18,65.606,65.8151,62.4999,63.4258,16730771.406735
2022-10-17,64.6901,65.0584,63.7493,64.6005,11330621.259762
2022-10-14,66.9599,67.1491,63.4955,63.6348,19540266.645667
2022-10-13,62.7787,69.8868,62.042,66.3228,36803533.720401
2022-10-12,63.3163,63.9434,63.0823,63.824,16542481.372466
2022-10-11,63.9136,64.6204,62.3406,63.1669,28827922.450709
2022-10-10,69.5384,69.5682,66.711,67.1391,16114112.253052
2022-10-07,71.4896,71.7086,69.4388,69.4388,14824760.960989
2022-10-06,73.64,74.5858,73.5305,74.0183,11849710.114812
2022-10-05,72.5947,74.5758,72.2562,74.1477,14100054.767904
2022-10-04,70.4841,72.604,70.4045,72.4852,14967461.603445
2022-10-03,67.7763,69.2571,67.3482,68.941,11998617.447701
2022-09-30,67.5075,69.3393,67.4378,68.2541,10519295.624024
2022-09-29,70.2054,70.3647,68.1745,68.9709,16192569.280028
2022-09-28,70.7928,71.9675,70.3846,71.8082,13001623.242357
2022-09-27,73.182,73.7097,72.0272,72.7042,12486283.111809
2022-09-26,73.1422,73.859,72.5947,72.6843,13501722.376959
2022-09-23,73.9685,74.0581,72.7639,73.5404,12742380.661486
2022-09-22,76.1089,76.4076,75.0188,75.2926,10866331.886278
2022-09-21,77.2339,78.9562,76.7958,76.7958,10917703.072901
2022-09-20,77.1941,78.0851,77.1642,77.8013,8239541.765153
2022-09-19,76.2085,77.881,76.2035,77.881,10425109.423154
2022-09-16,76.766,77.652,76.5768,77.5425,10652058.93221
2022-09-15,78.2294,78.8964,77.3235,77.6321,10580256.594362
2022-09-14,79.0314,79.4428,78.2782,78.9522,8928919.4250066
2022-09-13,79.7054,80.419,77.8174,78.1098,12950129.668606
2022-09-12,81.2416,81.762,81.0336,81.42,7973855.2545764
2022-09-09,80.1118,80.9344,80.0226,80.8056,7149732.5574428
2022-09-08,78.308,80.0176,78.0701,79.527,8255041.7215436
2022-09-07,77.6934,79.4626,77.5349,79.2396,9931713.6986573
2022-09-06,80.31,80.31,78.8134,79.3189,12539724.031775
2022-09-02,80.8254,82.2426,79.8938,80.1812,8929458.2123722
2022-09-01,80.7262,81.1029,79.4081,80.9146,11669663.153446
2022-08-31,83.3626,84.1158,82.3245,82.6094,8966822.208112
2022-08-30,83.0356,83.2338,81.0038,82.0544,8467530.7814591
2022-08-29,83.1644,83.5708,82.0444,82.1138,9726081.5655901
2022-08-26,86.7226,87.01,83.8978,83.987,9465612.179108
2022-08-25,85.563,86.8118,85.2458,86.7919,6661318.7835786
2022-08-24,85.0376,85.3646,84.443,84.7998,7149322.9176104
2022-08-23,84.4034,85.8256,84.2348,85.2656,8538340.9614389
2022-08-22,84.651,85.2656,84.1852,84.4826,8126162.57292
2022-08-19,87.7136,87.8028,86.2418,86.4252,9688850.753244
2022-08-18,87.9218,88.8732,87.6294,88.4768,11045848.280525
2022-08-17,88.2092,88.9724,87.6938,88.4074,9174611.5085721
2022-08-16,90.3302,90.5384,87.7811,89.1508,10660849.393984
2022-08-15,89.2102,91.123,89.2004,90.7564,16092505.07333
2022-08-12,88.8832,90.5384,88.8436,90.0526,12207295.25406
2022-08-11,89.1606,90.1914,88.5164,88.7246,11258828.706446
2022-08-10,86.0386,87.8822,85.543,87.8822,10800546.666455
2022-08-09,86.1675,86.3658,83.6898,84.4528,13192232.863296
2022-08-08,88.2092,88.3083,86.1378,87.1586,12231011.9878
2022-08-05,87.2478,90.1666,87.228,88.9724,13412677.613059
2022-08-04,86.227,87.6344,85.8504,87.6344,13593301.537052
2022-08-03,85.1962,85.999,83.8036,85.7414,20965699.576452
2022-08-02,83.769,86.7324,83.4222,85.2854,15680955.270071
2022-08-01,84.542,86.118,83.551,85.543,20282835.020806
2022-07-29,87.0396,88.4174,87.01,87.6938,10459138.099311
2022-07-28,86.3558,87.8326,85.6818,87.8226,10763870.784916
2022-07-27,84.552,87.119,84.552,86.8514,9483763.4613331
2022-07-26,84.0068,84.443,83.1,83.6698,7040241.682262
2022-07-25,85.5332,85.9296,84.8692,85.5332,6014389.5290843
2022-07-22,86.6334,86.9504,85.0376,85.553,8689345.705833
2022-07-21,85.9098,87.0149,85.6322,87.01,7198919.6062739
2022-07-20,84.4232,85.9812,84.3538,85.7908,11769373.120906
2022-07-19,84.2448,85.7016,83.8126,85.3846,10768815.722891
2022-07-18,85.2954,85.3152,82.6292,82.8374,11454232.960252
2022-07-15,84.8196,85.2754,83.219,84.8692,14187107.769843
2022-07-14,82.213,83.2932,79.7946,82.9266,23586591.367056
2022-07-13,78.5756,80.9938,78.199,80.5677,14838345.305333
2022-07-12,80.4388,80.756,78.2286,78.3972,10456582.390702
2022-07-11,79.0612,79.5568,78.1196,78.407,9613125.9042416
2022-07-08,79.2098,81.43,79.0513,80.7858,10093861.453662
2022-07-07,77.9016,80.2406,77.6439,79.9334,15989828.748463
2022-07-06,73.6299,75.622,73.1244,74.8886,11633898.367396
2022-07-05,73.8876,75.4734,73.0848,75.4338,22470633.585245
2022-07-01,78.3377,78.5161,75.5031,76.3158,19706799.690395
2022-06-30,80.7362,81.4894,79.4081,81.0236,14328943.039371
2022-06-29,83.6798,83.8582,82.5896,82.9068,8052842.0877609
2022-06-28,85.3846,86.0386,83.5906,83.5906,8365222.7288555
2022-06-27,86.1476,86.227,84.8196,85.097,7423982.3893183
2022-06-24,83.4022,85.781,83.4022,85.1566,10765743.424149
2022-06-23,83.3824,83.4816,82.0196,83.3726,10463268.802448
2022-06-22,83.888,85.4095,83.7988,84.1556,7944104.9095131
2022-06-21,85.2358,86.9703,85.2358,86.1774,9690074.6279155
2022-06-17,84.2448,84.8394,83.204,84.2448,9822770.6915283
2022-06-16,84.4628,85.1664,83.2438,83.769,10599375.168113
2022-06-15,86.3733,88.6435,86.2351,87.9724,11897070.232734
2022-06-14,85.6133,86.7386,85.1691,86.0574,10587064.994497
2022-06-13,84.9421,85.7021,83.9108,84.4388,14795869.811517
2022-06-10,89.364,89.5416,87.4739,87.5282,10601436.6635
2022-06-09,91.792,92.2855,89.6207,89.67,8197598.9862405
2022-06-08,92.779,93.6969,91.9302,92.2559,6531105.4355531
2022-06-07,91.4663,92.6408,90.5781,92.6211,7457043.1437196
2022-06-06,93.7661,94.2991,91.6587,91.9006,9564475.9126097
2022-06-03,93.1343,93.3543,91.6934,92.552,9257375.0782858
2022-06-02,92.7692,95.1182,92.4041,95.0887,6418332.6661908
2022-06-01,94.3582,95.1085,92.6064,93.5193,6233328.709078
2022-05-31,94.2991,95.0394,93.2824,94.0623,9748316.7624954
2022-05-27,91.417,92.5994,91.3281,92.552,6361637.26783
2022-05-26,88.2486,90.1783,87.8814,89.8181,9891197.5958525
2022-05-25,88.1698,89.739,87.8836,89.2357,9233433.1036496
2022-05-24,88.3572,88.6336,87.3703,87.5677,8904231.2056926
2022-05-23,89.8378,90.7163,89.4725,90.3116,7011543.6941331
2022-05-20,91.8316,91.8316,87.6762,89.601,10607720.279373
2022-05-19,88.6731,90.9037,88.3954,89.0383,7840820.9101427
2022-05-18,90.8741,92.019,89.1963,89.3542,9737398.9545872
2022-05-17,92.0881,92.2757,91.1702,92.1079,7769698.1190006
2022-05-16,88.6928,90.1832,88.3375,89.2357,6817681.6825899
2022-05-13,87.7157,90.1734,87.0149,89.7786,11327774.837277
2022-05-12,85.1,87.0642,84.2809,86.551,11745408.345076
2022-05-11,87.7157,89.3936,86.6595,86.6892,11683012.910775
2022-05-10,88.8507,89.1172,86.9459,87.6663,11844290.696248
2022-05-09,88.7718,89.0186,85.8798,86.1662,11579015.116756
2022-05-06,90.2128,91.6737,89.0975,90.4398,8049435.5387008
2022-05-05,92.8185,93.1541,90.0351,90.9531,11668798.281511
2022-05-04,92.6902,94.8222,90.7211,94.7432,9202028.1953598
2022-05-03,91.5749,92.8235,91.3084,92.4139,9637059.6799029
2022-05-02,91.2985,93.0485,90.0549,92.5422,8360523.156072
2022-04-29,91.9696,94.3485,91.565,91.723,10769198.670448
2022-04-28,90.963,94.9505,90.5878,93.9832,15375870.251364
2022-04-27,90.6472,91.4861,89.0481,89.0877,16054830.042512
2022-04-26,93.7068,93.7895,91.565,91.565,14362542.46143
2022-04-25,93.8155,95.0294,93.2232,94.99,10794610.739671
2022-04-22,95.7697,96.5198,94.1214,94.4373,11803407.679849
2022-04-21,98.4544,99.3424,96.1447,96.3915,13210121.028745
2022-04-20,99.0959,99.6883,97.6154,97.724,8709992.2987763
2022-04-19,97.1615,98.1583,96.4409,98.1583,10235974.796424
2022-04-18,96.6778,98.5433,96.204,97.4871,10412695.160602
2022-04-14,102.649,103.143,97.0528,97.0824,18063098.801861
2022-04-13,98.5037,100.893,98.2077,100.182,15984415.449935
2022-04-12,98.7012,98.8492,96.1744,96.1744,13466394.685142
2022-04-11,96.9443,97.1021,95.6513,96.3027,12644718.192493
2022-04-08,99.3126,99.392,97.8325,98.0003,11951469.811429
2022-04-07,99.1154,99.9152,98.3556,99.2145,12594546.528832
2022-04-06,99.1154,100.813,98.4248,99.8655,15098673.835954
2022-04-05,103.123,103.241,100.783,101.169,12452737.618337
2022-04-04,102.669,104.199,101.938,103.428,9203471.9477975
2022-04-01,104.396,104.573,100.883,101.454,12244135.147694
2022-03-31,105.571,105.758,102.837,102.906,13192978.36822
2022-03-30,106.39,107.919,105.127,105.344,15659649.16473
2022-03-29,106.513,108.33,105.403,107.832,14261446.356521
2022-03-28,104.249,105.334,103.251,104.949,8258470.628495
2022-03-25,106.291,106.577,104.466,105.344,7531552.9274228
2022-03-24,105.393,106.577,104.456,106.518,10976600.546958
2022-03-23,105.117,106.784,103.982,103.982,13075173.235098
2022-03-22,105.008,106.552,104.85,105.65,10538066.569658
2022-03-21,105.334,105.823,103.765,105.531,10502484.404316
2022-03-18,104.336,105.65,103.528,105.334,10352634.046033
2022-03-17,104.376,105.147,103.389,105.107,8147828.533783
2022-03-16,101.652,104.416,101.474,104.317,20614825.360407
